0:0	despite that , we do n't have the slightest chance of terrorism taking place .	N/A	despite that , there is not the slightest chance for terrorism .	N/A	1	1	0-0 1-1 2-2 7-6 8-7 9-8 10-9 11-10 14-11 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-3 6-4 6-5		 
1126:1126	however , the chief executive of local council , craig turnour , said the unexpected flooding has caught the town this year .	N/A	however , chief of the local parliament tenor said that this year 's flood came suddenly .	N/A	1	1	0-0 1-1 2-2 3-2 4-2 5-3 6-4 6-5 7-6 9-7 10-7 12-8 14-15 15-13 20-10 21-11 22-16 12-9 17-14 18-14 19-14		 
1127:1127	recently , a number of village and township enterprises or enterprise groups with higher science and technology and of sustainable development have been mushroomed in fujian province .	N/A	at present , a lot of township enterprises or township enterprise groups with advanced technical skills and potential developments are springing up .	N/A	1	1	0-0 0-1 1-2 2-3 3-4 4-5 7-6 8-7 9-8 10-9 10-10 11-11 12-12 13-13 14-14 14-15 15-14 15-15 16-14 16-15 17-16 18-17 19-17 20-18 23-20 23-21 27-22 21-19 22-19		 
1128:1128	in the afternoon of the 8th , schuster attended an informal discussion meeting with chinese and slovak entrepreneurs .	N/A	on the afternoon of january 8 schuster attended a sino-slovak entrepreneur seminar .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 4-5 5-4 5-5 7-6 8-7 9-8 10-11 11-11 12-11 13-9 14-9 15-9 16-9 17-10 18-12		 
1129:1129	it has become crucial now to make all people aware of the phenomenon and to make public what is known about preventing and curing this illness .	N/A	it becomes highly important that people should receive information as how to avoid this disease and ways to cure it .	N/A	1	1	0-0 1-1 2-1 3-2 3-3 7-5 8-5 21-12 22-15 23-16 23-17 23-18 24-13 25-14 26-20 14-7 14-8 15-7 15-8 16-7 16-8 17-7 17-8 18-7 18-8 19-7 19-8 20-7 20-8 24-19 25-19		 
1130:1130	national post reports that people in canada 's business circle have mixed responses to international trade minister marchi 's support of linking trade with human rights .	N/A	the national post reported that the canadian business people are divided over the linkage between trade and human rights .	N/A	1	1	0-1 1-2 2-3 3-4 4-8 6-6 7-6 8-7 21-12 21-13 22-15 23-16 24-17 25-18 26-19 10-9 10-10 10-11 11-9 11-10 11-11 12-9 12-10 12-11 13-9 13-10 13-11		 
1131:1131	all the dead and injured were bus passengers .	N/A	victims were all bus passengers .	N/A	1	1	0-2 1-0 2-0 3-0 4-0 5-1 6-3 7-4 8-5		 
1132:1132	hoffman once wallowed in clutches of drugs , fortunately awaking in timely manner to begin acting career	N/A	having succumbed to drugs , fortunately hoffman sobered in time to start acting career	N/A	1	1	0-6 1-1 2-1 3-1 4-1 5-2 6-3 7-4 8-5 9-7 10-8 11-9 12-9 13-10 14-11 15-12 16-13		 
1133:1133	this is the second time that junichiro koizumi has paid a visit to the yasukuni shrine since he became prime minister .	N/A	this is koizumi 's second visit to yasukuni shrine since he became prime minister .	N/A	1	1	0-0 1-1 2-4 3-4 6-2 7-2 11-5 12-6 13-7 14-7 15-8 16-9 17-10 18-11 19-12 20-13 21-14 10-5		 
1134:1134	they said that powell had arrived , while south korean prime minister lee hae-chan was scheduled to arrive later that afternoon .	N/A	they say powell has already arrived and south korean prime minister lee hae-chan is due around noon .	N/A	1	1	0-0 1-1 3-2 4-3 5-5 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-14 17-14 21-17 2-1 7-6 18-15 18-16 19-15 19-16 20-15 20-16		 
1135:1135	according to our understanding , this is the largest fire accident in any of the nation 's medical or sanitation system since the founding of new china .	N/A	according to reports , it was the largest fire to occur in the national healthcare system since the foundation of new china .	N/A	1	1	0-0 1-1 4-3 5-4 6-5 7-6 8-7 9-8 10-8 11-11 14-12 15-13 16-13 17-14 18-14 19-14 20-15 21-16 22-17 23-18 24-19 25-20 26-21 27-22 2-2 3-2		 
1136:1136	the office of israeli prime minister has condemned the shooting incident .	N/A	israel prime minister office condemns the shooting .	N/A	1	1	1-3 3-0 4-1 5-2 6-4 7-4 8-5 9-6 10-6 11-7		 
1137:1137	as compare with that of july this year , the retail index also dropped by 8.3 % .	N/A	compared with this july , the retail index also dropped by 8.3 % .	N/A	1	1	1-0 2-1 5-3 6-2 7-2 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13		 
1138:1138	north korea required america to provide us $ 300 million , in exchange for which the inspectors would be granted permission to check all related locations .	N/A	north korea requested that the us provide 300,000,000 us dollars as an exchange for allowing the inspectors access .	N/A	1	1	0-0 1-1 2-2 2-3 3-4 3-5 4-6 5-6 6-8 7-9 8-7 9-7 11-10 12-11 12-12 13-13 15-15 16-16 17-14 18-14 19-14 20-14 21-14 26-18 22-17 23-17 24-17 25-17		 
1139:1139	this two-day seminar will be jointly undertaken by wto shanghai research center and shanghai foreign service co . , ltd .	N/A	the wto shanghai research center and shanghai trade in service ltd will hold this two-day forum .	N/A	1	1	0-13 1-14 2-15 3-11 4-12 5-12 6-12 7-12 8-0 8-1 9-2 10-3 11-4 12-5 13-6 14-7 15-8 15-9 19-10 20-16		 
1140:1140	cnn had reported respectively the newest situations announced by the information center of human right and democratic movement in china .	N/A	associated press , reuters and french news agence reported the information recently released by the center .	N/A	1	1	2-8 4-9 5-10 6-10 7-12 8-13 9-14 10-15 11-15 20-16 0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7		 
1141:1141	the newly established national emergency committee stated that they have received a report that nearly 400 poultries and bird species are dead in magaria , a loosely guarded area between the two countries .	N/A	a new national crisis committee said they had received reports that nearly 400 poultry had died at magaria , near the loosely guarded frontier .	N/A	1	1	0-0 1-1 3-2 4-3 5-4 6-5 7-5 8-6 9-7 10-8 12-9 13-10 14-11 15-12 16-13 21-15 22-16 23-17 24-18 25-20 26-21 27-22 33-24 2-1 20-14 28-23 29-23 30-23 31-23 32-23		 
1142:1142	however , the actual number of people who participated in the demonstrations was much less than the 40 million anticipated by the organizers .	N/A	however , the actual number of demonstrators was much lower than 40 million as anticipated by the organizers .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-6 9-6 10-6 11-6 12-7 13-8 14-9 15-10 17-11 18-12 19-13 19-14 20-15 21-16 22-17 23-18 16-11		 
1143:1143	i think , it is likely that he will be convicted of the charges . "	N/A	i think he is more than likely to be sentenced . "	N/A	1	1	0-0 1-1 4-3 5-6 7-2 9-8 10-9 11-9 12-9 13-9 14-10 15-11 5-4 5-5 8-7		 
1144:1144	compared with the price at the third phase , the price at the fourth phase turned out to be lower by 30 % .	N/A	compared with the prices of phase 3 , the prices of phase 4 are actually 30 % cheaper .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-6 6-6 7-5 8-7 9-8 10-9 11-10 12-12 13-12 14-11 19-17 21-15 22-16 23-18 15-13 15-14 16-13 16-14 17-13 17-14 18-13 18-14 20-17		 
1145:1145	at present , iran has gathered more than 200,000 soldiers on the border with afghanistan .	N/A	over 200,000 iran troops have been deployed on the border of afghanistan .	N/A	1	1	3-2 5-6 6-0 7-0 8-1 9-3 10-7 11-8 12-9 13-10 14-11 15-12 4-4 4-5		 
1146:1146	the un economic committee said the economic difficulty in brazil has been reflected in the countries of the southern cone region .	N/A	the hard economic situation in brazil reflected in some countries of the south part of south america .	N/A	1	1	5-0 6-2 7-1 7-3 8-4 9-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 21-17 19-13 19-14 19-15 19-16 20-13 20-14 20-15 20-16		 
1147:1147	" because south korea is a free country , i came here even though this could have cost my life , " said another man .	N/A	another man said : " we risked our lives to come here because korea is a country of freedom . "	N/A	1	1	0-4 1-12 2-13 3-13 4-14 5-15 6-17 6-18 7-16 10-10 11-11 17-6 19-8 21-20 22-2 23-0 24-1 25-19 9-5 18-7 20-3		 
1148:1148	on wednesday , five prosecutors of the british upper house began holding hearings on an appeal brought by a prosecutor against the decision of a lower court .	N/A	on wednesday , five high court prosecutors began hearings on the appeal proposed by a prosecutor from a lower court .	N/A	1	1	0-0 1-1 2-2 3-3 4-6 10-7 11-8 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 24-17 25-18 26-19 27-20 8-4 8-5 9-4 9-5 20-16 21-16 22-16 23-16		 
1149:1149	china daily said that 20 to 30 million people would live in these areas in the next century .	N/A	china daily says that 20 to 30 million people will live in these areas .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 18-14		 
1150:1150	the ultra-orthodox shas party is expected to win 9 to 13 seats , fewer than the current 17 seats .	N/A	the religious party is expected to win 9-13 seats , fewer than the current 17 .	N/A	1	1	0-0 3-2 4-3 5-4 6-5 7-6 8-7 9-7 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 19-15 1-1 2-1 18-14		 
1151:1151	the new people 's army has enhanced to attack the so-called " soft " targets , such as telecommunication and electricity facilities , other officials said .	N/A	other officials said npa has stepped up their attacks on " soft " targets like telecommunications and electric power facilities .	N/A	1	1	0-3 1-3 2-3 3-3 4-3 5-4 6-5 6-6 6-7 6-8 6-9 7-5 7-6 7-7 7-8 7-9 8-5 8-6 8-7 8-8 8-9 11-10 12-11 13-12 14-13 16-14 17-14 18-15 19-16 20-17 20-18 21-19 23-0 24-1 25-2 26-20		 
1152:1152	biden , chairman of the senate foreign relations committee , said prevention of the attack of biochemical weaponry is " an urgent issue that must be addressed . "	N/A	chairman of the committee biden said that prevention of bio-chemical weapons attack is " a very urgent issue that must be attended " .	N/A	1	1	0-4 2-0 3-1 4-2 8-3 10-5 11-7 12-8 13-11 14-11 16-9 17-10 18-12 19-13 20-14 21-16 22-17 23-18 24-19 25-20 26-21 27-23 28-22		 
1153:1153	said an elderly person to himself , passing by this spot while raising his head to glance at the national emblem .	N/A	an elderly person thought out loud as he looked up at the national emblem for a moment .	N/A	1	1	1-0 2-1 3-2 11-6 12-7 12-8 12-9 13-7 13-8 13-9 14-7 14-8 14-9 15-7 15-8 15-9 16-7 16-8 16-9 17-10 18-11 19-12 20-13 21-17 0-3 0-4 0-5 4-3 4-4 4-5 5-3 5-4 5-5 9-16 10-16		 
1154:1154	this year 's figure could have been even lower , if it had n't been for the strong economic performance in the first half of the year .	N/A	the figure could have been worst if not because of a strong economy in the first half of this year .	N/A	1	1	3-1 4-2 5-3 6-4 7-5 8-5 10-6 13-7 17-11 18-12 19-12 20-13 21-14 22-15 23-16 24-17 25-18 26-19 27-20 0-0 1-0 12-7 14-8 14-9 15-8 15-9 16-10		 
1155:1155	four tourists were killed in the gunfire on tuesday . twelve overcame the difficulty and were rescued .	N/A	four tourists died in tuesday 's gunfight , 12 pulled through and were rescued .	N/A	1	1	0-0 1-1 2-2 3-2 4-3 5-6 6-6 7-5 8-4 10-8 11-9 11-10 12-9 12-10 13-9 13-10 14-11 15-12 16-13 17-14 9-7		 
1156:1156	however , the economy has been badly influenced , which will continue till the year after .	N/A	however , the worst affects have appeared and will last until next year .	N/A	1	1	0-0 1-1 2-2 10-8 11-9 12-10 14-12 15-11 16-13 3-3 3-4 3-5 3-6 4-3 4-4 4-5 4-6 5-3 5-4 5-5 5-6 6-3 6-4 6-5 6-6 7-3 7-4 7-5 7-6 9-7 13-12		 
1157:1157	archeologists estimated that the age of the two mummies , which were found in good condition , was 3,700 years , and said that they belonged to a 16-year-old girl and another 26-year-old woman .	N/A	archaeologists estimate that the two well-preserved mummies are around 3700 years old . they belong to two young women aged 16 and 26 .	N/A	1	1	0-0 1-1 2-2 6-3 7-4 8-6 12-5 13-5 14-5 15-5 17-7 18-9 19-10 19-11 20-12 24-13 25-14 26-15 28-19 28-20 29-17 29-18 30-21 32-22 33-18 34-23		 
1158:1158	please listen to the report prepared by voice of america correspondent ning xin .	N/A	following is the report by voa correspondent ning xin :	N/A	1	1	3-2 4-3 5-4 6-4 7-5 8-5 9-5 10-6 11-7 12-8 13-9		 
1159:1159	he announced last week that he intended to resign in the near future .	N/A	he announced last week that he intended to resign soon .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-9 12-9 13-10		 
1160:1160	the annual industry output in whole province was increased by 28.71 billion yuan , showed a growth rate of 10.3 % than that of previous year .	N/A	the annual increase value of industrial output of the province was 28.71 billion yuan , 10.3 % higher than last year .	N/A	1	1	0-0 1-1 2-5 3-6 4-7 5-8 6-9 7-10 8-2 9-2 10-11 11-12 12-13 13-14 19-15 20-16 21-18 24-19 25-20 26-21 21-17		 
1161:1161	please listen now to the report of voice of america reporter li lan filed from chicago , as broadcast by qi zhifeng .	N/A	here is a report sent by voa correspondent li lan from chicago , qi zhifeng reporting .	N/A	1	1	5-3 6-4 6-5 7-6 8-6 9-6 10-7 11-8 12-9 13-10 14-10 15-11 16-12 17-15 18-15 19-15 20-13 21-14 22-16 4-2		 
1162:1162	it is worth noting that more than 80 percent of taiwanese descend from origins that came from the southern fujian inhabitants , and they share with them the same culture and language .	N/A	it should be mentioned that over 80 % of taiwanese are descended from southern fujian and share the same culture and language .	N/A	1	1	0-0 1-1 1-2 2-1 2-2 3-3 4-4 5-5 6-5 7-6 8-7 9-8 10-9 11-11 12-12 17-13 18-13 19-14 22-15 24-16 27-17 28-18 29-19 30-20 31-21 32-22		 
1163:1163	however , is it legitimate to spend this sum of tax payers ' money ?	N/A	then , should this sum of taxpayers ' money be spent ?	N/A	1	1	0-0 1-1 2-2 3-2 4-2 5-2 6-9 6-10 7-3 8-4 9-5 10-6 11-6 13-8 14-11 12-7		 
1164:1164	according to israeli television , this was also the reason behind the rumors alleging that israel was carrying out underground nuclear testing on that very same day .	N/A	according to israeli television , this event was behind the rumors about israel conducting an underground nuclear test on the same day .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 8-9 10-8 11-10 12-10 15-12 16-13 17-13 18-13 19-15 20-16 21-17 22-18 23-19 24-20 25-20 26-21 27-22 13-11 14-11		 
1165:1165	the value of contractual investments amounted to 198.33 million us dollars , an increase of 53.54 percent .	N/A	contractual investments amounted to $ 198.33 million , a 53.54 % increase .	N/A	1	1	3-0 4-1 5-2 6-3 7-5 8-6 9-4 10-4 11-7 12-8 13-11 15-9 16-10 17-12		 
1166:1166	bobetko was hospitalized for treatment in the middle of last november .	N/A	bobeiteke was hospitalized in mid october last year .	N/A	1	1	0-0 1-1 2-2 3-2 4-2 5-3 6-4 7-4 8-4 9-6 9-7 11-8 10-5		 
1167:1167	it was reported that the quality of china 's feather and eiderdown products shows a stable upward tendency .	N/A	according to introduction , the quality of china 's down products is improving steadily .	N/A	1	1	4-4 5-5 6-6 7-7 8-8 11-9 12-10 13-11 13-12 13-13 14-11 14-12 14-13 15-11 15-12 15-13 16-11 16-12 16-13 17-11 17-12 17-13 18-14 0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2		 
1168:1168	he said : " the law is just and fair ; if he is innocent , i believe he will be released .	N/A	" the laws are fair . ... if he is innocent , i believe he will be freed .	N/A	1	1	3-0 4-1 5-2 6-3 7-4 8-4 9-4 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 10-6		 
1169:1169	the two guests also communicated on a broad range of issues regarding the new military uniforms with net buddies , which include items , styles , sizes and wearing .	N/A	the two guests also held extensive exchanges with netizens in the types , styles , sizes , and wearing of the new army uniforms .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 4-6 5-5 6-5 7-5 8-5 9-5 12-20 13-21 14-22 15-23 16-7 17-8 18-8 22-10 22-11 23-12 24-13 25-14 26-15 27-17 28-18 29-24 11-19 20-9 21-9		 
1170:1170	guo expressed his satisfaction with respect to the principled , committed position of russia , which respects the one-china policy with regard to the question of taiwan .	N/A	guo expressed his satisfaction with the principled and committed russian position , at one with chinese policy on the taiwan question .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-4 6-4 7-5 8-6 10-8 11-10 12-9 13-9 14-11 15-12 15-13 15-14 16-12 16-13 16-14 17-15 18-15 19-16 20-17 21-17 22-17 23-18 24-20 25-19 26-19 27-21 9-7		 
1171:1171	he also said : " our contestants had not adapted themselves to having the contest under strong sunlight " .	N/A	he further said : " our players are not accustomed to contests under strong sunlight .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-8 9-9 10-9 11-10 12-11 13-11 14-11 15-12 16-13 17-14 19-15 7-7		 
1172:1172	he said that compared with the ways of violence and stirring up internal strife , it 's more effective to choose an intellectual way to express yourselves .	N/A	he said , to express one 's wishes through rational means would be more effective than resorting to violence and disturbances .	N/A	1	1	0-0 1-1 3-15 4-15 5-16 5-17 6-16 6-17 7-16 7-17 8-18 9-19 12-20 13-20 16-12 17-13 18-14 22-9 23-10 24-3 25-4 27-21 2-2 19-8 20-8 26-5 26-6 26-7		 
1173:1173	the leader of the house of representatives rote expressed that , the house of representatives will be able to conduct a fair trail based on the current evidence .	N/A	the senate majority party leader lott indicated that the senate would make a fair judgment based on existing evidences .	N/A	1	1	0-0 1-4 3-1 3-2 3-3 4-1 4-2 4-3 5-1 5-2 5-3 6-1 6-2 6-3 7-5 8-6 9-7 11-8 12-9 13-9 14-9 15-10 16-10 17-10 18-10 19-11 20-12 21-13 22-14 23-15 24-16 25-17 26-17 27-18 28-19		 
1174:1174	however , peace in the south represents a strong motive to drive forward negotiations between the khartoum government and rebel movements in darfur .	N/A	peace in the south is believed to give momentum to negotiations between khartoum and darfur rebels .	N/A	1	1	2-0 3-1 4-2 5-3 13-10 14-11 15-12 16-12 17-12 18-13 19-15 21-14 22-14 23-16 6-4 6-5 6-6 7-7 7-8 7-9 8-7 8-8 8-9 9-7 9-8 9-9 10-7 10-8 10-9 11-7 11-8 11-9 12-7 12-8 12-9 20-15		 
1175:1175	a report by the indian newspaper industry trust of the indian communications co. says that railroad officials blame passengers on the bus for the incident .	N/A	tulas news reported that the railway official blamed the passengers of the bus for causing the accident .	N/A	1	1	13-2 14-3 15-4 15-5 16-6 17-7 18-8 18-9 19-10 20-11 21-12 22-13 23-15 24-16 25-17 4-1 5-1 6-1 7-1 9-0 10-0 11-0 12-0 22-14		 
1176:1176	he urged that the united states maintain a clear notion of the peace in the middle east and play its due role in this so that the un resolutions can be actually implemented .	N/A	he called for us to make clear its views on mideast peace and play its role to ensure related us resolutions be enforced .	N/A	1	1	0-0 1-1 1-2 2-1 2-2 3-3 4-3 5-3 6-5 6-6 7-5 7-6 8-5 8-6 9-8 10-9 11-11 12-11 14-10 15-10 16-10 17-12 18-13 19-14 21-15 28-20 30-21 32-22 33-23 24-16 24-17 25-16 25-17		 
1177:1177	dean has made the anti-iraq war as a major topic in his election campaign .	N/A	dean has put his election focus on opposing the iraq war .	N/A	1	1	0-0 1-1 2-2 3-8 4-9 5-10 6-5 7-5 8-5 9-5 11-3 12-4 13-4 14-11		 
1178:1178	the wide-based index , which includes 100 shares , decreased by 21.25 points over the previous day , in which it closed at 1301.2 points , to reach 1280.03 points . / end of news /	N/A	the broad-based index of 100 shares also fell ; at 1280.03 , it was 21.25 points down from the previous day 's 1301 . 2.end of article	N/A	1	1	0-0 1-1 2-2 4-3 5-3 6-4 7-5 9-7 9-16 10-16 11-14 12-15 13-17 14-18 15-19 16-20 23-22 24-22 26-9 27-9 28-10 29-10 30-23 32-24 33-25 34-26 21-21 22-21 31-24		 
1179:1179	russian legislator expresses his concerns and urges keeping calm about the controversy surrounding the cartoons	N/A	russian legislator expresses his concern and urges calm regarding controversy over cartoons	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-7 9-8 10-9 11-9 12-10 13-11 14-11		 
1180:1180	as the reform of state-run industries advances , more stock-issuing enterprises will be going abroad to get listed ; hong kong will be the first choice for state-run industries to obtain foreign listings .	N/A	with the deepening reform of state-owned enterprises , more and more share-holding companies are to be listed in the stock market outside mainland .	N/A	1	1	0-0 1-1 2-3 3-4 4-5 5-6 7-7 8-8 8-9 8-10 9-11 10-12 15-14 16-15 17-16 33-23 11-13 12-13 13-13 14-21 14-22		 
1181:1181	wang , a member of the central military committee , said that the peoples of china and chile enjoyed a long history of friendship despite the geographical distance between the two countries	N/A	the two peoples of china and chile have old friendly relations despite the geographic distance between the two countries , wang said .	N/A	1	1	0-20 10-21 12-0 13-1 13-2 14-3 15-4 16-5 17-6 18-7 19-8 20-8 21-8 22-8 23-9 23-10 24-11 25-12 26-13 27-14 28-15 29-16 30-17 31-18		 
1182:1182	the two leaders decided to cooperate in the investigation to uncover the cause of the crash .	N/A	the two leaders agreed to cooperate in determining the cause of the tragedy .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-7 10-7 11-8 12-9 13-10 14-11 15-12 16-13		 
1183:1183	enterprises with foreign investment helped fuel the growth of trades with japan .	N/A	foreign funded venture trade with japan grew rapidly ,	N/A	1	1	0-2 2-0 3-1 5-6 5-7 6-6 6-7 7-6 7-7 8-6 8-7 9-3 10-4 11-5 12-8		 
1184:1184	gaza international airport was put into operation the day before .	N/A	the airport began operations one day before .	N/A	1	1	2-0 2-1 3-2 4-2 5-2 6-3 8-5 9-6 10-7 7-4		 
1185:1185	the head of the yemenite public investment agency director , his excellency abdul karim mteir , announced that today , saturday .	N/A	saada abdul karim mutair , head of yemeni general investment board , revealed this information today .	N/A	1	1	0-5 1-5 2-6 3-7 4-7 5-8 6-9 7-10 9-4 12-0 12-1 13-2 14-3 16-12 17-13 18-15 21-16		 
1186:1186	the statement said that both of them were seized during the war by the chinese soldiers near the border between south korea and north korea in the northeast area .	N/A	the statement says that the two were captured in the northeast region adjacent to the border by chinese soldiers .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 4-5 7-6 8-7 12-16 13-17 14-17 15-18 16-12 16-13 17-14 18-15 25-8 26-9 27-10 28-11 29-19		 
1187:1187	eczema is a common form of allergy in babies younger than one year of age .	N/A	eczema is normally seen in boys less than 1 year old .	N/A	1	1	0-0 1-1 2-2 2-3 3-2 3-3 4-2 4-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-10 15-11		 
1188:1188	according to statistics , there are currently in jiangsu province more than 100 agricultural and sideline products processing enterprises with production value of over 100 million yuan .	N/A	statistics show that more than 100 enterprises in jiangsu that produce processed agricultural products have output values of over rmb 100 million .	N/A	1	1	0-1 1-1 2-0 7-7 8-8 9-8 10-3 11-4 12-5 13-12 16-13 20-15 21-16 22-17 23-18 24-20 25-21 26-19 27-22 17-9 17-10 19-14		 
1189:1189	milosevic explained , " we refuse to accept that the territory division plan is only a part of the peace plan of bosnia and herzegovina " .	N/A	krajisnik , in his talk further stressed that " the rejected territory plan is only part of the peace plan ,	N/A	1	1	0-0 3-8 5-10 6-10 7-10 8-10 9-9 10-11 11-11 12-12 13-13 14-14 15-15 16-15 17-16 18-17 19-18 20-19 26-20 1-2 1-3 1-4 1-5 1-6 1-7		 
1190:1190	these adverse reactions range from minor one of having blisters to serious one of sudden death from heart attack .	N/A	these adverse reactions were as minor as blistering and as major as sudden cardiac death .	N/A	1	1	0-0 1-1 2-2 5-4 5-5 5-6 8-7 9-7 11-9 11-10 11-11 14-12 15-14 16-13 17-13 18-13 19-15		 
1191:1191	he said , " we deployed the necessary individuals in the rural areas and throughout the observation centers on the regional level . "	N/A	he said , " we deployed the necessary observers in rural areas through control centers in all regions . "	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11 14-12 15-13 16-13 17-14 18-15 19-16 20-17 21-17 22-18 23-19		 
1192:1192	the session 's meetings came within the context of the continuing bilateral co-operation between the two countries .	N/A	the session meetings fall within the framework of mutual cooperation between the two countries .	N/A	1	1	0-0 1-1 2-1 3-2 4-3 5-4 6-5 7-6 8-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14		 
1193:1193	in a970 , nobel laurate lance pauling recommended the use of 1000 milligram of food daily to prevent cold .	N/A	winner of 1970 nobel prize layence pauling suggested 1000 mg diet daily to avoid cold .	N/A	1	1	1-2 3-3 4-4 5-5 6-6 7-7 11-8 12-9 14-10 15-11 16-12 17-13 18-14 19-15 0-1		 
1194:1194	lamy said : " the member states will not be completely satisfied with the details of the suggestions , but at present the problems causing differences are fewer than the problems of reaching agreement . "	N/A	lamy said , " members will not be fully satisfied with the texts . but what separates members today is smaller than what unites them . "	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-4 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 18-13 19-14 26-19 27-20 28-21 34-25 35-26 14-12 15-12 16-12 17-12 20-18 21-18 22-15 22-16 22-17 23-15 23-16 23-17 24-15 24-16 24-17 25-15 25-16 25-17 29-22 29-23 29-24 30-22 30-23 30-24 31-22 31-23 31-24 32-22 32-23 32-24 33-22 33-23 33-24		 
1195:1195	in a statement issued today , the presidency stated that the secretary general of the organization of francophone countries , butrus butrus ghali , informed president emile lahoud of this in a telephone conversation .	N/A	the presidence said in a statement issued today that francophone secretary general butrous butrous ghali informed president emil lahoud of the matter by phone .	N/A	1	1	0-3 1-4 2-5 3-6 4-7 6-0 7-1 8-2 9-8 10-10 11-10 12-11 17-9 20-12 21-13 22-14 24-15 25-16 26-17 27-18 28-19 30-22 30-23 31-22 31-23 32-22 32-23 33-22 33-23 34-24 29-20 29-21		 
1196:1196	fuchs , another prosecutor , said that kalina also agreed to pay 70,000 us dollars to settle a civil lawsuit against him by the us securities and exchange commission .	N/A	another prosecutor fox said that kalina also agreed to pay 70,000 us dollars to settle a civil complaint raised by us securities exchange .	N/A	1	1	0-2 2-0 3-1 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 22-18 22-19 24-20 25-21 25-22 26-21 26-22 27-21 27-22 28-21 28-22 29-23		 
1197:1197	the other three accused persons were sentenced to set terms of imprisonment for their actions in the rule of terror described by people in the prison camp .	N/A	the other three defendants were sentenced to prison terms for their roles in what people said the cruel rule in the camp .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 8-8 9-7 9-8 10-7 10-8 11-7 11-8 12-9 13-10 14-11 15-12 16-16 17-18 19-17 20-13 20-14 20-15 21-13 21-14 21-15 22-13 22-14 22-15 23-19 24-20 25-21 26-21 27-22 18-17		 
1198:1198	if coal mines with high concentrations of methane do not implement " ventilation first , mining second , " they will be ordered to immediately stop production in accordance with the law .	N/A	if high gassy mines fail to " drain gas before mining coal " , they will be legally ordered to immediately halt production .	N/A	1	1	0-0 1-3 2-3 4-1 5-1 6-1 7-2 8-4 8-5 9-4 9-5 11-6 12-7 12-8 13-9 15-10 17-13 18-12 19-14 20-15 21-16 22-18 23-19 24-20 25-21 26-22 27-17 28-17 29-17 30-17 31-17 32-23		 
1199:1199	the seminar is jointly organized by the shanghai research center of the world trade organization and shanghai foreign service co . ltd. and will last for two days .	N/A	the two-day forum is jointly sponsored by wto shanghai research center and foreign service co . ltd. of shanghai .	N/A	1	1	0-0 1-2 2-3 3-4 4-5 5-6 6-8 7-8 8-9 9-10 10-7 11-7 12-7 13-7 14-7 15-11 16-17 16-18 17-12 18-13 19-14 20-15 21-16 24-1 25-1 26-1 27-1 28-19		 
1200:1200	a spokesman for the bus company concerned said : " the suicide combatant set off the bomb he carried in the rear part of the bus .	N/A	spokesman of concerned bus company said , " the suicide bomber exploded the bomb at the back of the bus . "	N/A	1	1	0-0 1-0 2-1 3-3 4-3 5-4 6-2 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-11 15-12 16-13 19-14 20-15 21-16 22-16 23-17 24-18 25-19 26-20 17-13 18-13		 
1201:1201	leaders of countries such as peru and bolivia have all reduced their own salaries .	N/A	leaders of peru and bolivia both cut their own salaries .	N/A	1	1	0-0 1-1 5-2 6-3 7-4 9-5 10-6 11-7 12-8 13-9 14-10		 
